"chrom" "begin" "end" "loess" "wind_2mb" "loess_sd" "wd_sd" "mkr" "chr_length" "chr_type" "rel_pos" "pos_group" "feat_length_CDS" "feat_length_SINE" "feat_length_DNA" "feat_length_LINE" "feat_length_LTR" "feat_length_rpt" "feat_length_gc" "occ_length_CDS" "occ_length_SINE" "occ_length_DNA" "occ_length_LINE" "occ_length_LTR" "occ_length_rpt" "occ_length_gc"
"207" "LR999951.1" 4000001 6000000 9.14 8.08 0.549181208709839 1.76 4 9839934 "Autosome" 0.508133540326592 "1" 42558 236478 69259 378497 57040 965236 0.33347 0.021279 0.118239 0.0346295 0.1892485 0.02852 0.482618 0.33347
"208" "LR999951.1" 6000001 8000000 2.17 NA NA NA 1 9839934 "Autosome" 0.711386936131889 "3" 54663 223732 85345 373209 50894 978120 0.338847 0.0273315 0.111866 0.0426725 0.1866045 0.025447 0.48906 0.338847
"209" "LR999951.1" 8000001 9839934 2.5025 2.892 0.545244593431853 0.298529730512725 5 9839934 "Autosome" 0.906506842423943 "5" 42364 169599 60293 319767 35100 780339 0.343851 0.023024738930853 0.0921766759025052 0.032769110196344 0.173792646910161 0.0190767712320116 0.424112495339507 0.343851
"210" "LR999952.1" 1 2000000 12.1733333333333 14.7925 3.5305712474518 4.06414710199651 4 8262369 "Autosome" 0.121030723754894 "4" 71761 203234 81052 508426 62725 1083387 0.371514 0.0358805 0.101617 0.040526 0.254213 0.0313625 0.5416935 0.371514
"211" "LR999952.1" 2000001 4000000 10.2942857142857 9.30285714285714 3.92920566308982 1.91909605552449 14 8262369 "Autosome" 0.363092050234019 "2" 44217 235120 77076 402562 33593 988205 0.336376 0.0221085 0.11756 0.038538 0.201281 0.0167965 0.4941025 0.336376
"212" "LR999952.1" 4000001 6000000 1.26857142857143 1.88428571428571 0.121164980010531 0.986911970793362 7 8262369 "Autosome" 0.605153376713144 "2" 76671 214551 85787 387976 45523 996223 0.338948 0.0383355 0.1072755 0.0428935 0.193988 0.0227615 0.4981115 0.338948
"213" "LR999952.1" 6000001 8000000 2.46666666666667 3.19 0.275378527364305 0.58 4 8262369 "Autosome" 0.847214703192268 "4" 65499 218511 91629 384703 56187 1022993 0.346215 0.0327495 0.1092555 0.0458145 0.1923515 0.0280935 0.5114965 0.346215
"214" "LR999952.1" 8000001 8262369 NA NA NA NA 0 8262369 "Autosome" 0.984122713473581 "5" 842 7876 1604 46627 5119 136301 0.39268 0.00320922060151923 0.0300187903296502 0.00611352713163522 0.177715355091493 0.0195106891439156 0.519501160579184 0.39268
"215" "LR999953.1" 1 2000000 6.815 4.84 0.487903679018718 1.68008928334181 3 8178468 "Autosome" 0.122272349784825 "4" 93605 219662 125651 405863 56892 1070691 0.358142 0.0468025 0.109831 0.0628255 0.2029315 0.028446 0.5353455 0.358142
"216" "LR999953.1" 2000001 4000000 3.57 6.78 1.48492424049175 NA 2 8178468 "Autosome" 0.366816927082187 "2" 58610 117125 185298 412603 119200 1085158 0.363925 0.029305 0.0585625 0.092649 0.2063015 0.0596 0.542579 0.363925
"217" "LR999953.1" 4000001 6000000 3.425 5.71 2.29722296117145 0 4 8178468 "Autosome" 0.611361504379549 "2" 91767 142259 153129 404836 100705 1044125 0.358333 0.0458835 0.0711295 0.0765645 0.202418 0.0503525 0.5220625 0.358333
"218" "LR999953.1" 6000001 8000000 0 5.71 NA 0 2 8178468 "Autosome" 0.855906081676911 "4" 59542 229730 172968 474566 69469 1221622 0.360406 0.029771 0.114865 0.086484 0.237283 0.0347345 0.610811 0.360406
"219" "LR999953.1" 8000001 8178468 NA NA NA NA 0 8178468 "Autosome" 0.989089215730868 "5" 3289 18637 4802 57264 2734 104967 0.364782 0.0184290741197301 0.104427684514871 0.02690678440953 0.320864244570455 0.0153192729228769 0.588155859874039 0.364782
"220" "LR999954.1" 1 2000000 8.2 6.45 NA NA 2 7379297 "Autosome" 0.135514331514235 "4" 72043 227088 100259 457349 70082 1126704 0.352387 0.0360215 0.113544 0.0501295 0.2286745 0.035041 0.563352 0.352387
"221" "LR999954.1" 2000001 4000000 8.0025 7.645 0.424764640712948 0.865852181379709 4 7379297 "Autosome" 0.406542859028441 "1" 56877 249485 109809 440493 53267 1124116 0.344298 0.0284385 0.1247425 0.0549045 0.2202465 0.0266335 0.562058 0.344298
"222" "LR999954.1" 4000001 6000000 9.19 9.4425 1.74059376842119 3.30611932634017 4 7379297 "Autosome" 0.677571386542648 "2" 37105 281920 98669 492537 38227 1171676 0.348224 0.0185525 0.14096 0.0493345 0.2462685 0.0191135 0.585838 0.348224
"223" "LR999954.1" 6000001 7379297 8.67 6.61 NA 2.44658946290545 2 7379297 "Autosome" 0.906542859028441 "5" 43906 150774 72409 299846 44840 744623 0.359909 0.0318321579761284 0.109312207595608 0.0524970329087934 0.217390453252635 0.0325093145276181 0.539856898115489 0.359909
"224" "LR999955.1" 1 2000000 NA 2.87 NA NA 1 6166334 "Autosome" 0.162170991710796 "4" 82187 254991 149258 501974 73441 1267464 0.362958 0.0410935 0.1274955 0.074629 0.250987 0.0367205 0.633732 0.362958
"225" "LR999955.1" 2000001 4000000 7.722 3.628 4.95209753538841 4.76853960872718 5 6166334 "Autosome" 0.486512812961478 "1" 82882 192976 160036 420395 95888 1236588 0.359482 0.041441 0.096488 0.080018 0.2101975 0.047944 0.618294 0.359482
"226" "LR999955.1" 4000001 6000000 13.29 11.7 2.57245019388131 NA 4 6166334 "Autosome" 0.810854634212159 "4" 72639 202854 112060 421266 91526 1185712 0.356357 0.0363195 0.101427 0.05603 0.210633 0.045763 0.592856 0.356357
"227" "LR999955.1" 6000001 6166334 NA NA NA NA 0 6166334 "Autosome" 0.986512812961478 "5" 164 2641 4879 31147 17663 96845 0.384822 0.000985967992112256 0.0158776918729785 0.0293325477653396 0.187255762501954 0.10618995515048 0.582232135342143 0.384822
